VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,ProfitMargin,SalesToPurchaseRatio,average_onhand,StockTurnover
12546,JIM BEAM BRANDS COMPANY    ,1385,Makers Mark,20.45,26.99,750,41048.0,839431.6,37615.0,1015228.85,29615.6,175797.25,17.32,1.21,5067.5,7.42
1128,BROWN-FORMAN CORP          ,811,Jack Daniels No 7 Black,19.84,29.99,1000,32554.0,645871.36,32064.0,961599.36,33667.2,315728.0,32.83,1.49,2141.0,14.98
3960,DIAGEO NORTH AMERICA INC   ,2432,Crown Royal,17.59,22.99,750,41893.0,736897.87,41506.0,954222.94,32678.12,217325.07,22.78,1.29,7696.5,5.39
1392,CONSTELLATION BRANDS INC   ,2114,Black Velvet Canadian Whisky,9.41,12.99,1750,73227.0,689066.07,72043.0,935838.57,132364.71,246772.5,26.37,1.36,8475.0,8.5
4425,MARTIGNETTI COMPANIES,6967,Santa Margherita Pnt Grigio,11.89,19.99,750,46257.0,549995.73,46511.0,929754.89,5216.4,379759.16,40.85,1.69,5652.0,8.23
17035,PERNOD RICARD USA          ,5365,Kahlua,14.84,18.99,750,48583.0,720971.72,48615.0,923198.85,38272.73,202227.13,21.91,1.28,8178.0,5.94
3252,E & J GALLO WINERY         ,14006,Apothic Winemakers Red Blend,5.44,9.99,750,94779.0,515597.76,91600.0,915084.0,10283.26,399486.24,43.66,1.77,7240.5,12.65
8004,SAZERAC CO INC             ,3522,Platinum 7X Distilled Vodka,9.62,12.99,1750,71899.0,691668.38,70351.0,913859.49,129253.37,222191.11,24.31,1.32,3380.0,20.81
1392,CONSTELLATION BRANDS INC   ,6682,R M Woodbridge Chard Cal,6.03,8.99,1500,101547.0,612328.41,101339.0,911037.61,22776.05,298709.2,32.79,1.49,5787.0,17.51
660,SAZERAC NORTH AMERICA INC. ,2127,Canadian Ltd,7.19,10.49,1750,86887.0,624717.53,86195.0,904185.55,158367.21,279468.02,30.91,1.45,6052.0,14.24
4425,MARTIGNETTI COMPANIES,38370,Oyster Bay Svgn Bl Marlboro,6.59,9.95,750,91140.0,600612.6,90267.0,898156.65,10138.88,297544.05,33.13,1.5,3034.5,29.75
17035,PERNOD RICARD USA          ,8000,The Glenlivet 12 Yr Single,53.96,67.99,1750,13759.0,742435.64,13210.0,898147.9,24275.31,155712.26,17.34,1.21,2490.5,5.3
6785,PALM BAY INTERNATIONAL INC ,6937,Cavit Pinot Grigio,6.75,9.99,1500,88752.0,599076.0,87974.0,878860.26,19771.27,279784.26,31.83,1.47,6176.0,14.24
1392,CONSTELLATION BRANDS INC   ,3913,Svedka Vodka,14.28,17.99,1750,48481.0,692308.68,47805.0,860011.95,87832.83,167703.27,19.5,1.24,8009.0,5.97
3960,DIAGEO NORTH AMERICA INC   ,3798,Ciroc Apple Vodka,19.83,28.99,750,30830.0,611358.9,29647.0,859466.53,23348.15,248107.63,28.87,1.41,2500.5,11.86
4425,MARTIGNETTI COMPANIES,3040,Tito's Handmade Vodka,16.54,23.99,1000,35922.0,594149.88,34901.0,837274.99,36646.05,243125.11,29.04,1.41,2874.5,12.14
12546,JIM BEAM BRANDS COMPANY    ,1737,Makers Mark,34.3,51.99,1750,17537.0,601519.1,16089.0,836467.11,29564.92,234948.01,28.09,1.39,3060.0,5.26
8112,MOET HENNESSY USA INC      ,4689,Hennessy Privilege VSOP,33.33,45.99,750,17838.0,594540.54,18005.0,828049.95,14178.85,233509.41,28.2,1.39,2511.5,7.17
9552,M S WALKER INC             ,3893,Zhenka 80 Proof,7.93,9.99,1750,81447.0,645874.71,81723.0,816412.77,150149.63,170538.06,20.89,1.26,5765.0,14.18
8112,MOET HENNESSY USA INC      ,7865,Moet & Chandon Imperial,23.97,34.99,750,24088.0,577389.36,23290.0,814917.1,2606.53,237527.74,29.15,1.41,3734.0,6.24
3960,DIAGEO NORTH AMERICA INC   ,2443,Seagrams VO,13.48,16.99,1750,47654.0,642375.92,47446.0,806107.54,87173.57,163731.62,20.31,1.25,3948.0,12.02
3960,DIAGEO NORTH AMERICA INC   ,4262,Capt Morgan Spiced Rum,11.19,13.99,750,54552.0,610436.88,55710.0,779382.9,43861.64,168946.02,21.68,1.28,4288.0,12.99
1128,BROWN-FORMAN CORP          ,5299,Southern Comfort,15.26,21.99,1750,36909.0,563231.34,35129.0,772486.71,64545.16,209255.37,27.09,1.37,4222.0,8.32
1128,BROWN-FORMAN CORP          ,2015,Jack Daniels Tennessee Honey,18.1,22.99,750,33715.0,610241.5,32969.0,757957.31,25959.91,147715.81,19.49,1.24,4076.0,8.09
17035,PERNOD RICARD USA          ,3625,Absolut 80 Proof,12.59,16.99,750,45969.0,578749.71,44406.0,754457.94,34961.13,175708.23,23.29,1.3,4307.5,10.31
3960,DIAGEO NORTH AMERICA INC   ,3746,Gordons Vodka 80 Proof,8.52,12.99,1750,58309.0,496792.68,57845.0,751406.55,106278.68,254613.87,33.88,1.51,4428.0,13.06
7239,REMY COINTREAU USA INC     ,5242,Cointreau Liqueur,22.05,29.99,750,25361.0,559210.05,24770.0,742852.3,19504.75,183642.25,24.72,1.33,2427.5,10.2
1128,BROWN-FORMAN CORP          ,2760,Jack Daniels Tennessee Honey,28.02,38.99,1750,19219.0,538516.38,18250.0,711567.5,33536.43,173051.12,24.32,1.32,3565.5,5.12
3960,DIAGEO NORTH AMERICA INC   ,8178,Bulleit Bourbon,18.51,25.99,750,28421.0,526072.71,27204.0,707031.96,21421.64,180959.25,25.59,1.34,3347.5,8.13
1392,CONSTELLATION BRANDS INC   ,38546,Mark West Pnt Nr Sonoma,5.06,9.99,750,70531.0,356886.86,70188.0,701178.12,7876.0,344291.26,49.1,1.96,7037.5,9.97
480,BACARDI USA INC            ,4245,Bacardi Superior Rum,7.93,11.99,750,58816.0,466410.88,58320.0,699256.8,45919.42,232845.92,33.3,1.5,3589.0,16.25
8664,"STOLI GROUP,(USA) LLC      ",3630,Stolichnaya Razberi,19.83,24.99,1750,27479.0,544908.57,27622.0,690273.78,50751.81,145365.21,21.06,1.27,2753.5,10.03
9165,ULTRA BEVERAGE COMPANY LLP ,36378,MezzaCorona Pnt Grigio,6.83,9.97,1500,68084.0,465013.72,67195.0,669934.15,15097.47,204920.43,30.59,1.44,4791.5,14.02
3960,DIAGEO NORTH AMERICA INC   ,3276,Gordons London Dry,9.62,14.99,1750,44631.0,429350.22,44434.0,666065.66,81641.21,236715.44,35.54,1.55,3607.5,12.32
7245,PROXIMO SPIRITS INC.       ,3776,Jose Cuervo Especial Silver,18.56,25.99,1750,26795.0,497315.2,25596.0,665240.04,47031.43,167924.84,25.24,1.34,4782.5,5.35
12546,JIM BEAM BRANDS COMPANY    ,1346,Knob Creek Bourbon,22.55,29.99,750,25540.0,575927.0,22144.0,664098.56,17438.07,88171.56,13.28,1.15,4288.0,5.16
3089,SIDNEY FRANK IMPORTING CO  ,5445,Jagermeister Liqueur,11.76,15.99,750,44330.0,521320.8,41133.0,657716.67,32383.34,136395.87,20.74,1.26,6009.5,6.84
8112,MOET HENNESSY USA INC      ,5342,Grand Marnier,19.85,28.99,750,22234.0,441344.9,22623.0,655840.77,17815.45,214495.87,32.71,1.49,3050.5,7.42
17035,PERNOD RICARD USA          ,3728,Absolut Citron,18.93,24.99,1750,25959.0,491403.87,26222.0,655287.78,48180.15,163883.91,25.01,1.33,2644.5,9.92
7239,REMY COINTREAU USA INC     ,4722,Remy Martin VSOP Cognac,27.77,34.99,750,19910.0,552900.7,18637.0,652108.63,14677.69,99207.93,15.21,1.18,2931.5,6.36
1392,CONSTELLATION BRANDS INC   ,19748,Clos du Bois Chard,9.2,13.99,1500,47153.0,433807.6,46069.0,644505.31,10347.03,210697.71,32.69,1.49,5382.0,8.56
3089,SIDNEY FRANK IMPORTING CO  ,5440,Jagermeister Liqueur,25.92,34.99,1750,18298.0,474284.16,18082.0,632689.18,33226.63,158405.02,25.04,1.33,3449.0,5.24
10000,MAJESTIC FINE WINES        ,24325,La Crema Chard Sonoma Cst,10.88,15.99,750,41274.0,449061.12,39387.0,629798.13,4415.6,180737.01,28.7,1.4,5371.5,7.33
3664,WILLIAM GRANT & SONS INC   ,3238,Hendrick's Gin,22.83,29.99,750,22352.0,510296.16,20847.0,625201.53,16416.8,114905.37,18.38,1.23,2530.5,8.24
1392,CONSTELLATION BRANDS INC   ,8504,R M Woodbridge Cab Svgn Cal,5.84,8.99,1500,69263.0,404495.92,68667.0,617316.33,15427.26,212820.41,34.48,1.53,5019.0,13.68
12546,JIM BEAM BRANDS COMPANY    ,3980,Hornitos Reposado Tequila,31.99,39.99,1750,15805.0,505601.95,15381.0,615086.19,28264.51,109484.24,17.8,1.22,2109.0,7.29
17035,PERNOD RICARD USA          ,482,Absolut 80 Proof,14.28,21.99,1000,28888.0,412520.64,27866.0,612773.34,29259.3,200252.7,32.68,1.49,2599.0,10.72
2561,EDRINGTON AMERICAS         ,2520,The Macallan 12 Yr Old,42.21,62.99,750,10227.0,431681.67,9713.0,611821.87,7651.83,180140.2,29.44,1.42,2135.0,4.55
4425,MARTIGNETTI COMPANIES,14672,Duckhorn Decoy Cab Svgn,11.61,21.99,750,27814.0,322920.54,27729.0,609760.71,3105.32,286840.17,47.04,1.89,3852.5,7.2
8112,MOET HENNESSY USA INC      ,8622,Dom Perignon,87.09,145.99,750,4544.0,395736.96,4127.0,602500.73,459.15,206763.77,34.32,1.52,2564.5,1.61
3924,HEAVEN HILL DISTILLERIES   ,3243,Burnetts Vodka,8.26,10.49,1750,57575.0,475569.5,57067.0,598632.83,104847.72,123063.33,20.56,1.26,3491.0,16.35
3252,E & J GALLO WINERY         ,14622,La Marca Prosecco,8.66,12.99,750,46387.0,401711.42,45608.0,592447.92,5114.6,190736.5,32.19,1.47,3465.5,13.16
2555,DISARONNO INTERNATIONAL LLC,5311,Amaretto DiSaronno,23.7,31.99,1750,18409.0,436293.3,18376.0,587848.24,33767.5,151554.94,25.78,1.35,2285.5,8.04
3960,DIAGEO NORTH AMERICA INC   ,497,Capt Morgan Spiced Rum,14.7,19.99,1000,29200.0,429240.0,29238.0,584467.62,30699.9,155227.62,26.56,1.36,2460.0,11.89
3960,DIAGEO NORTH AMERICA INC   ,1883,Seagrams 7 Crown,13.23,17.99,1750,32253.0,426707.19,32430.0,583415.7,59584.78,156708.51,26.86,1.37,3170.5,10.23
3252,E & J GALLO WINERY         ,3180,New Amsterdam Vodka,10.94,16.99,1750,32413.0,354598.22,33938.0,576606.62,62355.96,222008.4,38.5,1.63,5620.5,6.04
2555,DISARONNO INTERNATIONAL LLC,5312,Amaretto DiSaronno,14.7,21.99,750,27186.0,399634.2,26178.0,575654.22,20614.87,176020.02,30.58,1.44,3293.0,7.95
3664,WILLIAM GRANT & SONS INC   ,4198,Sailor Jerry Spiced Navy Rum,17.51,24.99,1750,25998.0,455224.98,23008.0,574969.92,42276.16,119744.94,20.83,1.26,4956.0,4.64
3960,DIAGEO NORTH AMERICA INC   ,8202,Sambuca Romana,13.33,17.99,750,32375.0,431558.75,31816.0,572369.84,25052.7,140811.09,24.6,1.33,3604.5,8.83
4425,MARTIGNETTI COMPANIES,11214,Caymus Cab Svgn Napa Vly,50.33,74.99,750,7505.0,377726.65,7612.0,570823.88,849.17,193097.23,33.83,1.51,1834.5,4.15
8112,MOET HENNESSY USA INC      ,4673,Hennessy VS Cognac,46.66,69.99,1750,8132.0,379439.12,8118.0,568178.82,14917.3,188739.7,33.22,1.5,2250.0,3.61
3960,DIAGEO NORTH AMERICA INC   ,2418,Crown Royal Regal Apple,16.53,22.99,750,24558.0,405943.74,24284.0,558289.16,19122.7,152345.42,27.29,1.38,2937.0,8.27
17035,PERNOD RICARD USA          ,5735,Malibu Rum,9.29,11.99,750,48121.0,447044.09,46557.0,558218.43,36656.77,111174.34,19.92,1.25,4606.0,10.11
1128,BROWN-FORMAN CORP          ,1220,Woodford Reserve Bourbon,21.89,29.99,750,18645.0,408139.05,18408.0,552055.92,14496.36,143916.87,26.07,1.35,2153.5,8.55
1392,CONSTELLATION BRANDS INC   ,6479,Clos du Bois Chard,5.95,8.99,750,61869.0,368120.55,61253.0,550664.47,6872.19,182543.92,33.15,1.5,8627.0,7.1
3960,DIAGEO NORTH AMERICA INC   ,8778,Bulleit Bourbon,37.29,49.99,1750,10966.0,408922.14,10796.0,539692.04,19841.33,130769.9,24.23,1.32,2120.0,5.09
17035,PERNOD RICARD USA          ,8339,The Glenlivet 12 Yr Single,30.21,42.99,750,13250.0,400282.5,12463.0,535784.37,9818.56,135501.87,25.29,1.34,2985.5,4.17
8112,MOET HENNESSY USA INC      ,3668,Belvedere Polish Vodka,34.12,42.99,1750,12713.0,433767.56,12218.0,525251.82,22452.64,91484.26,17.42,1.21,2734.5,4.47
3960,DIAGEO NORTH AMERICA INC   ,2767,Johnnie Walker Blue Label,139.7,189.99,750,2963.0,413931.1,2761.0,524562.39,2176.61,110631.29,21.09,1.27,2345.0,1.18
8004,SAZERAC CO INC             ,3246,Bentley's Vodka,6.71,8.79,1750,59841.0,401533.11,59245.0,520763.55,108849.58,119230.44,22.9,1.3,3248.0,18.24
660,SAZERAC NORTH AMERICA INC. ,3684,Fleischmanns Royal Vodka,7.68,9.99,1750,52351.0,402055.68,51954.0,519020.46,95452.87,116964.78,22.54,1.29,3086.5,16.83
9552,M S WALKER INC             ,40425,Mionetto Prosecco Brut,6.42,13.99,750,38456.0,246887.52,37020.0,517909.8,4149.3,271022.28,52.33,2.1,4670.0,7.93
1392,CONSTELLATION BRANDS INC   ,11213,Meiomi Pnt Nr,12.66,19.99,750,26190.0,331565.4,25652.0,512783.48,2871.66,181218.08,35.34,1.55,2216.0,11.58
3960,DIAGEO NORTH AMERICA INC   ,1868,Lagavulin Single Malt 16-Yr,49.62,66.99,750,7821.0,388078.02,7644.0,512071.56,6022.61,123993.54,24.21,1.32,2258.5,3.38
3960,DIAGEO NORTH AMERICA INC   ,2752,Johnnie Walker Black Label,26.31,38.99,750,12778.0,336189.18,13083.0,510106.17,10306.04,173916.99,34.09,1.52,2523.5,5.18
4425,MARTIGNETTI COMPANIES,35412,Yellow Tail Chard Ausl,5.97,9.99,1500,51294.0,306225.18,50797.0,507462.03,11409.35,201236.85,39.66,1.66,4706.5,10.79
3960,DIAGEO NORTH AMERICA INC   ,1869,Oban 14-Yr Single Malt,40.14,54.99,750,9892.0,397064.88,9219.0,506952.81,7262.52,109887.93,21.68,1.28,2311.5,3.99
4425,MARTIGNETTI COMPANIES,6579,J Lohr Riverstone Chard,5.8,8.99,750,54960.0,318768.0,56157.0,504851.43,6301.71,186083.43,36.86,1.58,5785.5,9.71
1485,CASTLE BRANDS CORP.        ,4225,Goslings Black Seal Bermuda,18.37,24.99,1750,20089.0,369034.93,20179.0,504273.21,37080.62,135238.28,26.82,1.37,3969.0,5.08
7239,REMY COINTREAU USA INC     ,782,Remy Martin 1738 Accord Ryl,35.15,54.99,750,9415.0,330937.25,9148.0,503048.52,7204.4,172111.27,34.21,1.52,2053.5,4.45
9552,M S WALKER INC             ,7878,Allens Coffee Brandy,9.99,15.99,1750,31200.0,311688.0,31160.0,498248.4,57256.32,186560.4,37.44,1.6,2908.0,10.72
480,BACARDI USA INC            ,508,Bacardi Superior Rum,9.77,12.99,1000,38957.0,380609.89,38335.0,497971.65,40251.75,117361.76,23.57,1.31,2789.0,13.75
480,BACARDI USA INC            ,3344,Bombay Sapphire Gin,14.49,19.99,750,23798.0,344833.02,24620.0,492153.8,19388.25,147320.78,29.93,1.43,2504.0,9.83
8892,TRINCHERO FAMILY ESTATES   ,41034,Menage a Trois Red,5.26,8.99,750,54738.0,287921.88,54744.0,492148.56,6135.29,204226.68,41.5,1.71,6483.0,8.44
1128,BROWN-FORMAN CORP          ,2143,Canadian Mist,10.07,12.99,1750,37653.0,379165.71,37763.0,490541.37,69382.94,111375.66,22.7,1.29,3315.0,11.39
3960,DIAGEO NORTH AMERICA INC   ,4264,Capt Morgan Spiced Rum Trav,11.53,16.99,750,29352.0,338428.56,28860.0,490331.4,22722.45,151902.84,30.98,1.45,2458.0,11.74
12546,JIM BEAM BRANDS COMPANY    ,1345,Basil Hayden Bourbon,28.45,37.99,750,12761.0,363050.45,12902.0,490146.98,10162.8,127096.53,25.93,1.35,2503.5,5.15
4425,MARTIGNETTI COMPANIES,23143,Bogle Chard,4.65,6.79,750,74342.0,345690.3,72139.0,489823.81,8099.38,144133.51,29.43,1.42,5745.5,12.56
3960,DIAGEO NORTH AMERICA INC   ,3456,Tanqueray Sterling Vodka,13.27,18.99,1750,26543.0,352225.61,25684.0,487739.16,47193.95,135513.55,27.78,1.38,3315.5,7.75
3960,DIAGEO NORTH AMERICA INC   ,3840,Smirnoff Raspberry Vodka,14.39,22.99,1750,21076.0,303283.64,21167.0,486629.33,38894.1,183345.69,37.68,1.6,2196.5,9.64
17035,PERNOD RICARD USA          ,2646,Chivas Regal,43.3,58.99,1750,8702.0,376796.6,8233.0,485664.67,15131.22,108868.07,22.42,1.29,2669.5,3.08
3924,HEAVEN HILL DISTILLERIES   ,1180,Evan Williams Black Label B,13.07,16.99,1750,29070.0,379944.9,28291.0,480664.09,51982.14,100719.19,20.95,1.27,2160.5,13.09
3960,DIAGEO NORTH AMERICA INC   ,3878,Smirnoff 80 Proof,7.96,10.99,750,43015.0,342399.4,43690.0,480153.1,34397.94,137753.7,28.69,1.4,3510.5,12.45
12546,JIM BEAM BRANDS COMPANY    ,5391,Kamora Coffee,12.02,15.99,1750,29914.0,359566.28,29911.0,478276.89,54956.1,118710.61,24.82,1.33,1991.5,15.02
4425,MARTIGNETTI COMPANIES,3485,Luksusowa Potato Vodka,15.03,19.99,1750,24202.0,363756.06,23843.0,476621.57,43809.65,112865.51,23.68,1.31,2365.5,10.08
3960,DIAGEO NORTH AMERICA INC   ,3879,Smirnoff 80 Proof Traveler,7.91,12.99,750,37344.0,295391.04,36604.0,475485.96,28815.44,180094.92,37.88,1.61,2918.0,12.54
3960,DIAGEO NORTH AMERICA INC   ,3352,Ciroc Coconut Vodka,18.79,24.99,750,18095.0,340005.05,18976.0,474210.24,14945.69,134205.19,28.3,1.39,2537.5,7.48
7245,PROXIMO SPIRITS INC.       ,8691,Jose Cuervo Especial,11.9,14.99,750,31495.0,374790.5,31383.0,470431.17,24709.81,95640.67,20.33,1.26,2830.0,11.09
3664,WILLIAM GRANT & SONS INC   ,3234,Hendrick's Gin,45.92,62.99,1750,7290.0,334756.8,7465.0,470220.35,13719.89,135463.55,28.81,1.4,2178.5,3.43
12546,JIM BEAM BRANDS COMPANY    ,3253,Gilbeys London Dry,9.08,12.49,1750,37423.0,339800.84,37497.0,468337.53,68894.6,128536.69,27.45,1.38,3007.0,12.47
1128,BROWN-FORMAN CORP          ,1231,Jack Daniels No 7 Black,9.48,12.99,375,36450.0,345546.0,35733.0,464171.67,14044.22,118625.67,25.56,1.34,2296.5,15.56
17035,PERNOD RICARD USA          ,800,Jameson Irish Whiskey,24.02,31.99,1000,15142.0,363710.84,14506.0,464046.94,15231.3,100336.1,21.62,1.28,1590.0,9.12
1392,CONSTELLATION BRANDS INC   ,32915,Kim Crawford Svgn Bl Marlbro,9.99,14.99,750,30842.0,308111.58,30869.0,462726.31,3459.25,154614.73,33.41,1.5,2153.5,14.33
2000,SOUTHERN WINE & SPIRITS NE ,27854,F Coppola Black Label Claret,10.2,14.99,750,30869.0,314863.8,30768.0,461212.32,3445.72,146348.52,31.73,1.46,2379.5,12.93
1128,BROWN-FORMAN CORP          ,1789,Jack Daniels Tennesse Fire,17.16,22.99,750,20590.0,353324.4,20025.0,460374.75,15770.39,107050.35,23.25,1.3,3960.5,5.06
12546,JIM BEAM BRANDS COMPANY    ,3997,Hornitos Plata Tequila,14.05,19.99,750,23835.0,334881.75,23007.0,459909.93,18117.01,125028.18,27.19,1.37,4283.0,5.37
3960,DIAGEO NORTH AMERICA INC   ,4330,Capt Morgan Spiced Rum 100,20.79,25.99,1750,17755.0,369126.45,17633.0,458281.67,32401.76,89155.22,19.45,1.24,2481.0,7.11
3960,DIAGEO NORTH AMERICA INC   ,1384,Bulleit 95 Rye,18.93,25.99,750,18900.0,357777.0,17620.0,457943.8,13877.41,100166.8,21.87,1.28,3372.0,5.23
8004,SAZERAC CO INC             ,5105,Dr McGillicuddy's Mentholmnt,14.81,25.99,1750,18007.0,266683.67,17355.0,451056.45,31890.83,184372.78,40.88,1.69,2412.0,7.2
3960,DIAGEO NORTH AMERICA INC   ,3549,Ketel One Vodka,17.82,26.99,750,18322.0,326498.04,16532.0,446198.68,13020.04,119700.64,26.83,1.37,2940.0,5.62
12546,JIM BEAM BRANDS COMPANY    ,3982,Hornitos Reposado Tequila,14.38,19.99,750,24801.0,356638.38,22099.0,441759.01,17402.72,85120.63,19.27,1.24,3319.0,6.66
1485,CASTLE BRANDS CORP.        ,1269,Jeffersons Bourbon,19.11,25.99,750,18458.0,352732.38,16976.0,441206.24,13370.66,88473.86,20.05,1.25,3198.0,5.31
17035,PERNOD RICARD USA          ,2932,Jameson Black Barrel,24.61,31.99,750,14642.0,360339.62,13785.0,440982.15,10859.05,80642.53,18.29,1.22,2846.5,4.84
3960,DIAGEO NORTH AMERICA INC   ,8506,Myers Original Dark Rum,21.42,29.99,1750,15187.0,325305.54,14633.0,438843.67,26889.58,113538.13,25.87,1.35,2255.0,6.49
2561,EDRINGTON AMERICAS         ,1634,The Famous Grouse,20.73,29.99,1750,15031.0,311592.63,14614.0,438273.86,26854.42,126681.23,28.9,1.41,2331.5,6.27
8673,STE MICHELLE WINE ESTATES  ,8815,Ch Ste Michelle Chard Colmbi,6.07,8.99,750,48853.0,296537.71,48587.0,436797.13,5449.72,140259.42,32.11,1.47,3227.0,15.06
1128,BROWN-FORMAN CORP          ,1545,Gentleman Jack,19.42,29.99,750,14785.0,287124.7,14501.0,434884.99,11423.39,147760.29,33.98,1.51,2690.0,5.39
4425,MARTIGNETTI COMPANIES,6595,Bogle Merlot,4.48,6.95,750,63188.0,283082.24,62368.0,433457.6,6997.39,150375.36,34.69,1.53,4403.0,14.16
17035,PERNOD RICARD USA          ,857,Kahlua,16.17,21.99,1000,20165.0,326068.05,19674.0,432631.26,20657.7,106563.21,24.63,1.33,1936.5,10.16
3960,DIAGEO NORTH AMERICA INC   ,2889,Buchanans Deluxe 12Yr Scotch,23.07,31.99,750,14260.0,328978.2,13468.0,430841.32,10606.02,101863.12,23.64,1.31,1849.0,7.28
8004,SAZERAC CO INC             ,5191,Fireball Cinnamon Whiskey,7.93,9.99,375,43352.0,343781.36,43057.0,430139.43,16928.97,86358.07,20.08,1.25,2393.5,17.99
3664,WILLIAM GRANT & SONS INC   ,1956,Balvenie 12 Yr Doublewood S,39.99,53.99,750,9013.0,360429.87,7922.0,427708.78,6241.49,67278.91,15.73,1.19,2359.5,3.36
9815,WINE GROUP INC             ,14706,Cupcake Prosecco,4.6,8.99,750,48442.0,222833.2,47545.0,427429.55,5332.48,204596.35,47.87,1.92,4223.5,11.26
1392,CONSTELLATION BRANDS INC   ,35472,R M Woodbridge Pnt Grigio,5.88,8.99,1500,47207.0,277577.16,46764.0,420408.36,10501.0,142831.2,33.97,1.51,4219.5,11.08
7239,REMY COINTREAU USA INC     ,4437,Mount Gay Eclipse,23.48,30.99,1750,14171.0,332735.08,13562.0,420286.38,24922.55,87551.3,20.83,1.26,2346.5,5.78
3252,E & J GALLO WINERY         ,2164,New Amsterdam Gin,12.14,16.99,1750,26071.0,316501.94,24495.0,416170.05,45007.59,99668.11,23.95,1.31,3009.0,8.14
1392,CONSTELLATION BRANDS INC   ,6565,Clos du Bois Cab Svgn N Cst,5.99,10.99,750,38180.0,228698.2,37769.0,415081.31,4231.89,186383.11,44.9,1.81,4328.5,8.73
12546,JIM BEAM BRANDS COMPANY    ,3444,Hornitos Plata Tequila,29.13,39.99,1750,10636.0,309826.68,10362.0,414376.38,19042.86,104549.7,25.23,1.34,2054.0,5.04
1392,CONSTELLATION BRANDS INC   ,40096,Black Box Cab Svgn,10.52,16.99,3000,24452.0,257235.04,24253.0,412058.47,10913.85,154823.43,37.57,1.6,1827.5,13.27
8112,MOET HENNESSY USA INC      ,3682,Belvedere Vodka,16.66,22.99,750,18848.0,314007.68,17869.0,410808.31,14073.02,96800.63,23.56,1.31,2819.5,6.34
8004,SAZERAC CO INC             ,1767,Buffalo Trace Bourbon,19.37,24.99,750,17274.0,334597.38,16336.0,408236.64,12865.98,73639.26,18.04,1.22,2357.0,6.93
8004,SAZERAC CO INC             ,5153,Fireball Cinn Whisky Trav,10.44,15.99,750,25499.0,266209.56,25465.0,407185.35,20051.86,140975.79,34.62,1.53,2057.0,12.38
3960,DIAGEO NORTH AMERICA INC   ,3488,Tanqueray,15.62,23.99,750,16740.0,261478.8,16745.0,401712.55,13188.29,140233.75,34.91,1.54,2194.5,7.63
9552,M S WALKER INC             ,3769,Jenkins Vodka,7.02,9.49,1750,42549.0,298693.98,42105.0,399576.45,77358.39,100882.47,25.25,1.34,2540.0,16.58
1392,CONSTELLATION BRANDS INC   ,40097,Black Box Chard,10.59,16.99,3000,23567.0,249574.53,23511.0,399451.89,10579.95,149877.36,37.52,1.6,1863.0,12.62
3664,WILLIAM GRANT & SONS INC   ,5337,Drambuie,20.6,27.99,750,16167.0,333040.2,14262.0,399193.38,11234.04,66153.18,16.57,1.2,2676.5,5.33
1128,BROWN-FORMAN CORP          ,1770,Jack Daniels Tennessee Fire,26.42,38.99,1750,10746.0,283909.32,10128.0,394890.72,18613.13,110981.4,28.1,1.39,3306.0,3.06
3252,E & J GALLO WINERY         ,33149,Alamos Ridge Malbec Mendoza,4.79,8.99,750,43995.0,210736.05,43685.0,392728.15,4894.99,181992.1,46.34,1.86,3871.0,11.29
8112,MOET HENNESSY USA INC      ,2692,Glenmorangie 10 Yr Scotch,26.31,41.99,750,9588.0,252260.28,9337.0,392060.63,7356.72,139800.35,35.66,1.55,2297.5,4.06
1392,CONSTELLATION BRANDS INC   ,6650,Simi Chard,7.38,14.99,750,25851.0,190780.38,26137.0,391793.63,2927.88,201013.25,51.31,2.05,3809.0,6.86
