VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,ProfitMargin,SalesToPurchaseRatio,average_onhand,StockTurnover
7153,PINE STATE TRADING CO      ,22743,Austerity Pnt Nr,8.49,12.99,750,24.0,203.76,4.0,51.96,0.44,-151.8,-292.15,0.26,20.0,0.2
9744,FREDERICK WILDMAN & SONS   ,46011,Folonari Pnt Nr Venezie,8.9,12.99,1500,6.0,53.4,4.0,51.96,0.9,-1.44,-2.77,0.97,20.0,0.2
4425,MARTIGNETTI COMPANIES,2211,Mickey Finn Apple Whiskey,18.47,25.49,750,6.0,110.82,2.0,50.98,1.57,-59.84,-117.38,0.46,22.0,0.09
9552,M S WALKER INC             ,22384,Maimai Hawke's Bay Syrah,11.56,16.99,750,12.0,138.72,3.0,50.97,0.33,-87.75,-172.16,0.37,29.5,0.1
9819,TREASURY WINE ESTATES      ,25468,Run Riot Pnt Nr,11.48,16.99,750,24.0,275.52,3.0,50.97,0.33,-224.55,-440.55,0.18,21.0,0.14
9165,ULTRA BEVERAGE COMPANY LLP ,2345,Prichard's Single Malt,26.71,49.99,750,1.0,26.71,1.0,49.99,0.79,23.28,46.57,1.87,0.32,3.14
2000,SOUTHERN WINE & SPIRITS NE ,20066,Ch Pagodes de Cos 10 Brdx,32.46,49.99,750,1.0,32.46,1.0,49.99,0.11,17.53,35.07,1.54,39.0,0.03
9552,M S WALKER INC             ,41079,Aalto Ribera Del Duero Red,33.78,49.99,750,1.0,33.78,1.0,49.99,0.11,16.21,32.43,1.48,0.32,3.14
1392,CONSTELLATION BRANDS INC   ,26402,Franciscan Est Rsv Merlot NV,33.55,49.99,750,6.0,201.3,1.0,49.99,0.11,-151.31,-302.68,0.25,23.0,0.04
4692,KOBRAND CORPORATION        ,7436,Belle de Brillet Pear Liquer,37.03,49.99,750,16.0,592.48,1.0,49.99,0.79,-542.49,-1085.2,0.08,69.0,0.01
4425,MARTIGNETTI COMPANIES,24425,Adaptation by Odette Cab Svg,32.46,49.99,750,36.0,1168.56,1.0,49.99,0.11,-1118.57,-2237.59,0.04,35.0,0.03
1128,BROWN-FORMAN CORP          ,3063,Chambord Vodka,13.13,24.99,750,1.0,13.13,2.0,49.98,1.58,36.85,73.73,3.81,39.0,0.05
4692,KOBRAND CORPORATION        ,25614,Bodega Chacra Barda,16.77,24.99,750,12.0,201.24,2.0,49.98,0.22,-151.26,-302.64,0.25,10.0,0.2
17031,FLAG HILL WINERY & VINEYARD,37398,Flag Hill Heritage Rd NH,8.61,12.49,375,2.0,17.22,4.0,49.96,0.23,32.74,65.53,2.9,40.0,0.1
7153,PINE STATE TRADING CO      ,41354,Tomasello Cranberry Wine NJ,8.55,12.49,500,24.0,205.2,4.0,49.96,0.31,-155.24,-310.73,0.24,20.0,0.2
10754,PERFECTA WINES             ,11432,Undone Rsl,6.84,9.99,750,24.0,164.16,5.0,49.95,0.55,-114.21,-228.65,0.3,19.0,0.26
3252,E & J GALLO WINERY         ,12125,Gallo Family Vyds Sweet Red,6.7,9.99,1500,12.0,80.4,5.0,49.95,1.1,-30.45,-60.96,0.62,25.0,0.2
7153,PINE STATE TRADING CO      ,22560,Hoya de Cadenas Cava,10.85,16.49,750,24.0,260.4,3.0,49.47,0.33,-210.93,-426.38,0.19,29.5,0.1
9165,ULTRA BEVERAGE COMPANY LLP ,797,Creme Yvette Liqueur,18.31,23.99,750,1.0,18.31,2.0,47.98,1.58,29.67,61.84,2.62,39.0,0.05
10754,PERFECTA WINES             ,14082,Zinck Pnt Blanc,10.66,15.99,750,25.0,266.5,3.0,47.97,0.33,-218.53,-455.56,0.18,31.0,0.1
8673,STE MICHELLE WINE ESTATES  ,41375,Torres Tempranillo Coronas,10.38,15.99,750,24.0,249.12,3.0,47.97,0.33,-201.15,-419.32,0.19,21.0,0.14
98450,Serralles Usa LLC          ,262,Don Q Cristal Rum,9.37,11.99,1000,3.0,28.11,4.0,47.96,4.2,19.85,41.39,1.71,30.5,0.13
3252,E & J GALLO WINERY         ,7439,New Amsterdam Red Berry Vdka,9.37,11.99,1000,14.0,131.18,4.0,47.96,4.2,-83.22,-173.52,0.37,19.0,0.21
1128,BROWN-FORMAN CORP          ,7700,Early Times,9.22,11.99,1000,12.0,110.64,4.0,47.96,4.2,-62.68,-130.69,0.43,26.0,0.15
8892,TRINCHERO FAMILY ESTATES   ,16087,The Show Pnt Nr,7.74,11.99,750,24.0,185.76,4.0,47.96,0.45,-137.8,-287.32,0.26,20.0,0.2
90010,VINEXTRA INC               ,16374,Jovly Chinon Cab Franc,7.89,11.99,750,24.0,189.36,4.0,47.96,0.44,-141.4,-294.83,0.25,20.0,0.2
8892,TRINCHERO FAMILY ESTATES   ,18833,Sutter Home Red Moscato,4.02,5.99,750,24.0,96.48,8.0,47.92,0.88,-48.56,-101.34,0.5,16.0,0.5
1392,CONSTELLATION BRANDS INC   ,10589,Vendange Wh Znfdl,2.66,3.99,750,24.0,63.84,12.0,47.88,1.33,-15.96,-33.33,0.75,12.0,1.0
3252,E & J GALLO WINERY         ,21226,Tisdale Vineyards Moscato,2.64,3.99,750,24.0,63.36,12.0,47.88,1.32,-15.48,-32.33,0.76,12.0,1.0
3924,HEAVEN HILL DISTILLERIES   ,5224,Basilica Amaretto,7.08,9.49,750,1.0,7.08,5.0,47.45,3.95,40.37,85.08,6.7,42.0,0.12
1128,BROWN-FORMAN CORP          ,309,Woodford Rsv PS The District,34.84,45.99,1000,2.0,69.68,1.0,45.99,1.05,-23.69,-51.51,0.66,19.0,0.05
5612,MILTONS DISTRIBUTING CO    ,17887,Trader Joe's Chard 720 Btls,2.56,3.79,750,12.0,30.72,12.0,45.48,1.35,14.76,32.45,1.48,3.82,3.14
9815,WINE GROUP INC             ,13546,Lucky Duck Malbec,2.56,3.79,750,24.0,61.44,12.0,45.48,1.35,-15.96,-35.09,0.74,12.0,1.0
9815,WINE GROUP INC             ,22412,Harthill Farms Chard,2.46,3.79,750,12.0,29.52,12.0,45.48,1.35,15.96,35.09,1.54,3.82,3.14
4425,MARTIGNETTI COMPANIES,27697,Volpaia Prelius Cab Svgn,9.93,14.99,750,168.0,1668.24,3.0,44.97,0.33,-1623.27,-3609.67,0.03,165.0,0.02
9165,ULTRA BEVERAGE COMPANY LLP ,21691,Tracia Syrah,5.17,7.49,750,1.0,5.17,6.0,44.94,0.66,39.77,88.5,8.69,841.0,0.01
90024,VINILANDIA USA             ,25355,Bench Chardonnay,14.96,21.99,750,24.0,359.04,2.0,43.98,0.22,-315.06,-716.37,0.12,22.0,0.09
653,STATE WINE & SPIRITS   ,6616,Amaro Sfumato Rabarbaro,17.31,21.99,750,2.0,34.62,2.0,43.98,1.57,9.36,21.28,1.27,0.64,3.14
9552,M S WALKER INC             ,21275,Honoro Vera Blanco Rueda,7.38,10.99,750,24.0,177.12,4.0,43.96,0.44,-133.16,-302.91,0.25,20.0,0.2
7153,PINE STATE TRADING CO      ,19072,Astoria Sparkling Moscato,7.33,10.99,750,12.0,87.96,4.0,43.96,0.45,-44.0,-100.09,0.5,26.0,0.15
7245,PROXIMO SPIRITS INC.       ,203,Jose Cuervo Especial Silver,15.78,20.99,1000,3.0,47.34,2.0,41.98,2.1,-5.36,-12.77,0.89,31.5,0.06
8352,LUXCO INC                  ,8629,Ezra Brooks Cinnamon Bourbon,11.02,13.99,1750,5.0,55.1,3.0,41.97,5.51,-13.13,-31.28,0.76,20.0,0.15
90047,CRUSH WINES                ,13539,Solar De Randez Rioja,8.55,13.99,750,24.0,205.2,3.0,41.97,0.33,-163.23,-388.92,0.2,21.0,0.14
1392,CONSTELLATION BRANDS INC   ,12257,Rex Goliath Merlot,9.39,13.99,1500,12.0,112.68,3.0,41.97,0.66,-70.71,-168.48,0.37,27.0,0.11
9165,ULTRA BEVERAGE COMPANY LLP ,22223,Auspicion Cabernet Sauvignon,9.14,13.99,750,24.0,219.36,3.0,41.97,0.33,-177.39,-422.66,0.19,21.0,0.14
4425,MARTIGNETTI COMPANIES,23029,Cherri Rosso Piceno,9.45,13.99,750,24.0,226.8,3.0,41.97,0.33,-184.83,-440.39,0.19,21.0,0.14
90024,VINILANDIA USA             ,24447,TC Le Charmel Pnt Nr France,9.33,13.99,750,24.0,223.92,3.0,41.97,0.33,-181.95,-433.52,0.19,21.0,0.14
3252,E & J GALLO WINERY         ,14626,Carlo Rossi Sweet Red,4.63,6.99,1500,6.0,27.78,6.0,41.94,1.34,14.16,33.76,1.51,1.91,3.14
8673,STE MICHELLE WINE ESTATES  ,11873,Columbia Crest Svgn Bl Wash,4.54,6.99,750,24.0,108.96,6.0,41.94,0.66,-67.02,-159.8,0.38,18.0,0.33
516,BANFI PRODUCTS CORP        ,15300,Riunite D'Oro Moscato,4.1,5.99,750,24.0,98.4,7.0,41.93,0.78,-56.47,-134.68,0.43,17.0,0.41
3252,E & J GALLO WINERY         ,18965,Sprinkle Chard,4.1,5.99,750,24.0,98.4,7.0,41.93,0.77,-56.47,-134.68,0.43,17.0,0.41
3252,E & J GALLO WINERY         ,18967,Sprinkle Red Blend,3.97,5.99,750,24.0,95.28,7.0,41.93,0.78,-53.35,-127.24,0.44,17.0,0.41
9165,ULTRA BEVERAGE COMPANY LLP ,9035,Tempus Fugit Gran Classico,30.3,39.99,750,1.0,30.3,1.0,39.99,0.79,9.69,24.23,1.32,0.32,3.14
4425,MARTIGNETTI COMPANIES,1656,Forbidden Secret Pumpkin Crm,15.99,19.99,750,2.0,31.98,2.0,39.98,1.57,8.0,20.01,1.25,0.64,3.14
9744,FREDERICK WILDMAN & SONS   ,27134,Ca'Bianca Chersi Barbera 12,13.6,19.99,750,60.0,816.0,2.0,39.98,0.22,-776.02,-1941.02,0.05,58.0,0.03
7153,PINE STATE TRADING CO      ,21788,LiDestri Bloody Mary,6.89,9.99,1500,12.0,82.68,4.0,39.96,0.88,-42.72,-106.91,0.48,26.0,0.15
9552,M S WALKER INC             ,20149,Bodegas Borsao Wh Campo Brja,6.66,9.99,750,108.0,719.28,4.0,39.96,0.44,-679.32,-1700.0,0.06,104.0,0.04
7153,PINE STATE TRADING CO      ,15289,Backhouse Pnt Grigio,3.99,7.99,750,12.0,47.88,5.0,39.95,0.55,-7.93,-19.85,0.83,25.0,0.2
1392,CONSTELLATION BRANDS INC   ,19862,Rex Goliath American Chard,3.42,4.99,500,24.0,82.08,8.0,39.92,0.6,-42.16,-105.61,0.49,16.0,0.5
9815,WINE GROUP INC             ,20997,Grape & Vine Pnt Grigio,2.12,3.29,750,12.0,25.44,12.0,39.48,1.35,14.04,35.56,1.55,3.82,3.14
3252,E & J GALLO WINERY         ,24813,Looking Glass Cab Svgn,2.27,3.29,750,12.0,27.24,12.0,39.48,1.35,12.24,31.0,1.45,3.82,3.14
3252,E & J GALLO WINERY         ,24816,Looking Glass Wh Znfdl,2.27,3.29,750,12.0,27.24,12.0,39.48,1.35,12.24,31.0,1.45,3.82,3.14
6785,PALM BAY INTERNATIONAL INC ,12515,Jean Luc Columbo Syrah VDP,8.44,12.99,750,24.0,202.56,3.0,38.97,0.33,-163.59,-419.78,0.19,45.5,0.07
90047,CRUSH WINES                ,14369,Neirano Prosecco Sparkling,8.78,12.99,750,12.0,105.36,3.0,38.97,0.33,-66.39,-170.36,0.37,27.0,0.11
4950,LATITUDE BEVERAGE COMPANY  ,23430,Ninety+Cellars Lot 118 Svgn,8.6,12.99,750,12.0,103.2,3.0,38.97,0.33,-64.23,-164.82,0.38,27.0,0.11
7153,PINE STATE TRADING CO      ,18830,Salvatore Principe Rose Mosc,8.66,12.99,750,24.0,207.84,3.0,38.97,0.33,-168.87,-433.33,0.19,21.0,0.14
7153,PINE STATE TRADING CO      ,24571,Oko Organic Prosecco,8.78,12.99,750,24.0,210.72,3.0,38.97,0.33,-171.75,-440.72,0.18,21.0,0.14
9819,TREASURY WINE ESTATES      ,27342,19 Crimes The Banished Red,8.72,12.99,750,1065.0,9286.8,3.0,38.97,0.33,-9247.83,-23730.64,0.0,1062.0,0.0
3252,E & J GALLO WINERY         ,23064,Liberty Creek Moscato,1.94,2.99,500,36.0,69.84,13.0,38.87,1.02,-30.97,-79.68,0.56,23.0,0.57
98450,Serralles Usa LLC          ,300,Don Q Gold Rum,14.5,18.99,1750,3.0,43.5,2.0,37.98,3.68,-5.52,-14.53,0.87,19.0,0.11
653,STATE WINE & SPIRITS   ,17196,Cocchi Vermouth di Torino Sw,12.33,18.99,750,2.0,24.66,2.0,37.98,0.22,13.32,35.07,1.54,0.64,3.14
17037,Dunn Wine Brokers          ,14485,Victor Hugo Cab Svgn,12.58,18.99,750,36.0,452.88,2.0,37.98,0.22,-414.9,-1092.42,0.08,34.0,0.06
4425,MARTIGNETTI COMPANIES,26084,Gravel Bar Cab Svgn Columbia,12.58,18.99,750,24.0,301.92,2.0,37.98,0.22,-263.94,-694.94,0.13,22.0,0.09
4425,MARTIGNETTI COMPANIES,27851,Bastianich Vini Orsone Svgn,13.1,18.99,750,120.0,1572.0,2.0,37.98,0.22,-1534.02,-4039.02,0.02,118.0,0.02
9552,M S WALKER INC             ,25325,Gran Moraine Y-C Chard OR,25.34,36.99,750,12.0,304.08,1.0,36.99,0.11,-267.09,-722.06,0.12,11.0,0.09
4425,MARTIGNETTI COMPANIES,27878,Poderi Le Ripi Amore e Magia,25.16,36.99,750,60.0,1509.6,1.0,36.99,0.11,-1472.61,-3981.1,0.02,239.0,0.0
2000,SOUTHERN GLAZERS W&S OF NE ,27969,Fattoria le Pupille Poggio,24.34,36.99,750,168.0,4089.12,1.0,36.99,0.11,-4052.13,-10954.66,0.01,167.0,0.01
2450,DJINN SPIRITS LLC          ,2150,Beat 3 Single Malt Whiskey,28.34,35.99,750,1.0,28.34,1.0,35.99,0.79,7.65,21.26,1.27,0.32,3.14
3252,E & J GALLO WINERY         ,21228,The Naked Grape Box Harvest,11.99,17.99,3000,12.0,143.88,2.0,35.98,0.9,-107.9,-299.89,0.25,10.0,0.2
90047,CRUSH WINES                ,15589,Right Hand Man Syrah,11.68,17.99,750,2.0,23.36,2.0,35.98,0.22,12.62,35.08,1.54,0.64,3.14
1590,DIAGEO CHATEAU ESTATE WINES,42894,Rosenblum Hertg Petite Sirah,11.76,17.99,750,12.0,141.12,2.0,35.98,0.22,-105.14,-292.22,0.25,10.0,0.2
12331,STELLAR IMPORTING CO LLC   ,263,Loukatos Tentoura,13.95,17.99,750,12.0,167.4,2.0,35.98,1.58,-131.42,-365.26,0.21,10.0,0.2
9165,ULTRA BEVERAGE COMPANY LLP ,2147,Meletti Amaro,14.39,17.99,750,2.0,28.78,2.0,35.98,1.57,7.2,20.01,1.25,0.64,3.14
7153,PINE STATE TRADING CO      ,5654,Merry Irish Cream Liqueur,9.52,11.99,750,1.0,9.52,3.0,35.97,2.37,26.45,73.53,3.78,40.0,0.08
7153,PINE STATE TRADING CO      ,22390,Ch Julien Chard,7.89,11.99,750,24.0,189.36,3.0,35.97,0.33,-153.39,-426.44,0.19,22.5,0.13
7153,PINE STATE TRADING CO      ,24985,Bodega Zafado Malbec,6.16,8.99,750,12.0,73.92,4.0,35.96,0.44,-37.96,-105.56,0.49,26.0,0.15
9552,M S WALKER INC             ,10010,Long Lake Chard Cal,3.86,5.99,750,24.0,92.64,6.0,35.94,0.66,-56.7,-157.76,0.39,18.0,0.33
9815,WINE GROUP INC             ,23563,Flip Flop Pnt Grigio,4.1,5.99,1000,6.0,24.6,6.0,35.94,0.9,11.34,31.55,1.46,1.91,3.14
9815,WINE GROUP INC             ,18738,Oak Leaf Moscato,1.94,2.99,750,12.0,23.28,12.0,35.88,1.35,12.6,35.12,1.54,3.82,3.14
3252,E & J GALLO WINERY         ,23065,Liberty Crk Pnt Grigio,2.03,2.99,500,12.0,24.36,12.0,35.88,0.9,11.52,32.11,1.47,3.82,3.14
10754,PERFECTA WINES             ,23137,Circadia Cab Svgn Napa Vly,23.97,34.99,750,1.0,23.97,1.0,34.99,0.11,11.02,31.49,1.46,0.32,3.14
3960,DIAGEO NORTH AMERICA INC   ,1761,Bulleit 95 Rye,27.77,34.99,1000,1.0,27.77,1.0,34.99,1.05,7.22,20.63,1.26,0.32,3.14
90024,VINILANDIA USA             ,25306,Cyprus Cab Svgn,22.57,34.99,750,24.0,541.68,1.0,34.99,0.11,-506.69,-1448.1,0.06,23.0,0.04
8320,SHAW ROSS INT L IMP LTD    ,22349,Callaway Svgn Bl Cellar Slct,4.82,6.99,750,24.0,115.68,5.0,34.95,0.55,-80.73,-230.99,0.3,19.0,0.26
10754,PERFECTA WINES             ,20931,Frey Vyds Bio Field Blend Rd,11.48,16.99,750,24.0,275.52,2.0,33.98,0.22,-241.54,-710.83,0.12,22.0,0.09
9552,M S WALKER INC             ,18666,Rickshaw Chard Cal,11.4,16.99,750,24.0,273.6,2.0,33.98,0.22,-239.62,-705.18,0.12,22.0,0.09
90011,FORTUNE WINE BROKERS LLC   ,12307,Avinyo Cava Brut,11.64,16.99,750,12.0,139.68,2.0,33.98,0.22,-105.7,-311.07,0.24,10.0,0.2
2000,SOUTHERN WINE & SPIRITS NE ,26266,The Divining Rod Pinot Noir,11.56,16.99,750,132.0,1525.92,2.0,33.98,0.22,-1491.94,-4390.64,0.02,130.0,0.02
9165,ULTRA BEVERAGE COMPANY LLP ,9031,Tempus Fugit de Violettes,25.77,32.99,750,1.0,25.77,1.0,32.99,0.79,7.22,21.89,1.28,0.32,3.14
653,STATE WINE & SPIRITS   ,17702,Gateway Vinho Verde,7.14,10.99,750,24.0,171.36,3.0,32.97,0.34,-138.39,-419.75,0.19,21.0,0.14
653,STATE WINE & SPIRITS   ,18159,Maggio Petite Sirah,7.18,10.99,750,24.0,172.32,3.0,32.97,0.34,-139.35,-422.66,0.19,21.0,0.14
1392,CONSTELLATION BRANDS INC   ,28639,Cadet d'Oc Chard Rothschild,7.09,10.99,750,24.0,170.16,3.0,32.97,0.33,-137.19,-416.11,0.19,21.0,0.14
7749,R.P.IMPORTS INC            ,19608,Ch Rollan de By Bourgeois 10,22.06,31.99,750,9.0,198.54,1.0,31.99,0.11,-166.55,-520.63,0.16,33.0,0.03
653,STATE WINE & SPIRITS   ,8058,Batavia Arrack Rum,23.01,31.99,750,1.0,23.01,1.0,31.99,0.79,8.98,28.07,1.39,0.32,3.14
8004,SAZERAC CO INC             ,8930,Pueblo Viejo Blanco Tequila,12.02,15.99,1000,18.0,216.36,2.0,31.98,2.1,-184.38,-576.55,0.15,16.0,0.12
8320,SHAW ROSS INT L IMP LTD    ,7162,Blue Nun Authentic White,5.15,7.99,750,24.0,123.6,4.0,31.96,0.44,-91.64,-286.73,0.26,20.0,0.2
8735,SURVILLE ENTERPRISES CORP  ,20759,B & G Bistro Girls Night Out,5.44,7.99,750,12.0,65.28,4.0,31.96,0.45,-33.32,-104.26,0.49,26.0,0.15
17035,PERNOD RICARD USA          ,29361,Brancott Estate 'B' Svgn Bl,6.81,10.49,750,3.0,20.43,3.0,31.47,0.33,11.04,35.08,1.54,0.96,3.14
9815,WINE GROUP INC             ,19721,Cutler Creek Chard,2.53,3.79,750,36.0,91.08,8.0,30.32,0.89,-60.76,-200.4,0.33,28.0,0.29
2000,SOUTHERN WINE & SPIRITS NE ,23852,Ferrari-Carano Pnt Nr AV,19.47,29.99,750,24.0,467.28,1.0,29.99,0.11,-437.29,-1458.12,0.06,23.0,0.04
3960,DIAGEO NORTH AMERICA INC   ,241,Capt Morgan ParrotBayPassion,11.19,14.99,1000,2.0,22.38,2.0,29.98,2.1,7.6,25.35,1.34,0.64,3.14
90047,CRUSH WINES                ,15782,Macon Villages Eugene Blanc,10.2,14.99,750,24.0,244.8,2.0,29.98,0.22,-214.82,-716.54,0.12,22.0,0.09
4425,MARTIGNETTI COMPANIES,11653,Mas Belles Eaux Les Cot Roug,6.57,9.99,750,7.0,45.99,3.0,29.97,0.34,-16.02,-53.45,0.65,22.0,0.14
6213,MHW LTD                    ,573,Bols Sour Apple Schnapps,7.19,9.99,1000,12.0,86.28,3.0,29.97,3.15,-56.31,-187.89,0.35,25.5,0.12
3252,E & J GALLO WINERY         ,44370,Gallo Twin Vly Moscato,6.75,9.99,1500,12.0,81.0,3.0,29.97,0.67,-51.03,-170.27,0.37,27.0,0.11
10754,PERFECTA WINES             ,17018,Riebeek Cellars Pinotage,6.84,9.99,750,12.0,82.08,3.0,29.97,0.33,-52.11,-173.87,0.37,27.0,0.11
2242,DELICATO VINEYARDS INC     ,21536,La Merika Chard CC,6.53,9.99,750,24.0,156.72,3.0,29.97,0.33,-126.75,-422.92,0.19,21.0,0.14
12546,JIM BEAM BRANDS COMPANY    ,189,Leroux Apple Schnapps,5.76,7.49,1000,4.0,23.04,4.0,29.96,4.2,6.92,23.1,1.3,1.27,3.14
8892,TRINCHERO FAMILY ESTATES   ,13832,Sutter Home Rsl,3.86,5.99,750,36.0,138.96,5.0,29.95,0.55,-109.01,-363.97,0.22,31.0,0.16
4425,MARTIGNETTI COMPANIES,22120,Don Simon Selecion Shiraz,3.24,4.99,750,24.0,77.76,6.0,29.94,0.66,-47.82,-159.72,0.39,45.0,0.13
6785,PALM BAY INTERNATIONAL INC ,25559,Marquis de la Tour Brut,3.26,4.99,187,48.0,156.48,6.0,29.94,0.18,-126.54,-422.65,0.19,42.0,0.14
7153,PINE STATE TRADING CO      ,22149,Paso Robles Svgn Bl,4.99,7.29,750,24.0,119.76,4.0,29.16,0.44,-90.6,-310.7,0.24,20.0,0.2
7245,PROXIMO SPIRITS INC.       ,928,Hangar One Citron,20.14,27.99,750,1.0,20.14,1.0,27.99,0.79,7.85,28.05,1.39,0.32,3.14
9165,ULTRA BEVERAGE COMPANY LLP ,18073,Debauchery Pnt Nr,3.94,13.99,750,1.0,3.94,2.0,27.98,0.22,24.04,85.92,7.1,39.0,0.05
1650,Circa Wines                ,20124,Bagordi Cosecha Rioja,9.14,13.99,750,24.0,219.36,2.0,27.98,0.22,-191.38,-683.99,0.13,22.0,0.09
9165,ULTRA BEVERAGE COMPANY LLP ,16238,C'est La Vie Syrah-Grenache,9.45,13.99,750,2.0,18.9,2.0,27.98,0.22,9.08,32.45,1.48,0.64,3.14
2000,SOUTHERN WINE & SPIRITS NE ,16046,Entwine Chard,9.2,13.99,750,24.0,220.8,2.0,27.98,0.22,-192.82,-689.14,0.13,22.0,0.09
90011,FORTUNE WINE BROKERS LLC   ,19713,Anne Pichon Gris Montagne Ro,9.52,13.99,750,24.0,228.48,2.0,27.98,0.22,-200.5,-716.58,0.12,22.0,0.09
4950,LATITUDE BEVERAGE COMPANY  ,26567,Ninety+Cellars Lot 130 Chard,9.26,13.99,750,24.0,222.24,2.0,27.98,0.22,-194.26,-694.28,0.13,22.0,0.09
1392,CONSTELLATION BRANDS INC   ,16822,Simply Naked Unoaked Moscato,4.69,6.99,750,26.0,121.94,4.0,27.96,0.44,-93.98,-336.12,0.23,40.0,0.1
12546,JIM BEAM BRANDS COMPANY    ,6064,Sauza Sprklg Wild Berry Marg,4.99,6.99,750,1.0,4.99,4.0,27.96,3.16,22.97,82.15,5.6,41.0,0.1
17035,PERNOD RICARD USA          ,21149,Graffigna Centenario Cab Svg,4.6,6.99,750,12.0,55.2,4.0,27.96,0.44,-27.24,-97.42,0.51,26.0,0.15
3960,DIAGEO NORTH AMERICA INC   ,2626,Crown Royal Apple,1.42,1.99,50,2.0,2.84,14.0,27.86,0.73,25.02,89.81,9.81,2862.0,0.0
4425,MARTIGNETTI COMPANIES,27553,Hedges Family Estate Red Mtn,17.76,26.99,750,228.0,4049.28,1.0,26.99,0.11,-4022.29,-14902.89,0.01,227.0,0.0
9552,M S WALKER INC             ,15084,Project Paso Lonely Oak Red,6.16,8.99,750,24.0,147.84,3.0,26.97,0.33,-120.87,-448.16,0.18,21.0,0.14
7153,PINE STATE TRADING CO      ,10455,Redtree Chard Cal,6.07,8.99,750,24.0,145.68,3.0,26.97,0.33,-118.71,-440.16,0.19,21.0,0.14
1392,CONSTELLATION BRANDS INC   ,37793,Blackstone Svgn Bl,6.12,8.99,750,24.0,146.88,3.0,26.97,0.33,-119.91,-444.61,0.18,21.0,0.14
516,BANFI PRODUCTS CORP        ,37924,Five Rivers Chard,8.6,12.99,750,24.0,206.4,2.0,25.98,0.22,-180.42,-694.46,0.13,22.0,0.09
7153,PINE STATE TRADING CO      ,42211,Parker Stn Snt Barbra Pnt Nr,8.78,12.99,750,24.0,210.72,2.0,25.98,0.22,-184.74,-711.09,0.12,22.0,0.09
8892,TRINCHERO FAMILY ESTATES   ,18072,Mixed Up Red,5.78,8.49,750,24.0,138.72,3.0,25.47,0.33,-113.25,-444.64,0.18,21.0,0.14
8892,TRINCHERO FAMILY ESTATES   ,20456,Duck Commander Wood Duck,5.66,8.49,750,24.0,135.84,3.0,25.47,0.33,-110.37,-433.33,0.19,21.0,0.14
90024,VINILANDIA USA             ,22592,Brandborg Benchlands Pnt Nr,16.89,24.99,750,1.0,16.89,1.0,24.99,0.11,8.1,32.41,1.48,0.32,3.14
9165,ULTRA BEVERAGE COMPANY LLP ,3907,St George Calif Citrus Vodka,18.51,24.99,750,1.0,18.51,1.0,24.99,0.79,6.48,25.93,1.35,0.32,3.14
90024,VINILANDIA USA             ,44917,Ferreira 10-Yr Tawny Port,16.55,24.99,750,1.0,16.55,1.0,24.99,0.11,8.44,33.77,1.51,0.32,3.14
9815,WINE GROUP INC             ,8527,Concannon Glen Ellen Wh Zin,1.32,4.99,750,2.0,2.64,5.0,24.95,0.55,22.31,89.42,9.45,41.0,0.12
9552,M S WALKER INC             ,19511,DeMorgenzon DMZ Cab Rose,7.89,11.99,750,12.0,94.68,2.0,23.98,0.22,-70.7,-294.83,0.25,10.0,0.2
1590,DIAGEO CHATEAU ESTATE WINES,22045,Woodwork Chard,7.94,11.99,750,12.0,95.28,2.0,23.98,0.22,-71.3,-297.33,0.25,10.0,0.2
9165,ULTRA BEVERAGE COMPANY LLP ,17864,Mermelada Sassy Red,7.89,11.99,750,2.0,15.78,2.0,23.98,0.22,8.2,34.2,1.52,0.64,3.14
9819,TREASURY WINE ESTATES      ,19737,Sledgehammer Forged Red,7.94,11.99,750,12.0,95.28,2.0,23.98,0.22,-71.3,-297.33,0.25,10.0,0.2
90047,CRUSH WINES                ,24005,Wild Thing Chard,8.05,11.99,750,12.0,96.6,2.0,23.98,0.22,-72.62,-302.84,0.25,10.0,0.2
2000,SOUTHERN WINE & SPIRITS NE ,26561,Zardetto Private Cuvee Glara,7.94,11.99,750,48.0,381.12,2.0,23.98,0.22,-357.14,-1489.32,0.06,46.0,0.04
9552,M S WALKER INC             ,784,Allen's Sour Apple Liqueur,4.37,5.99,1000,16.0,69.92,4.0,23.96,4.2,-45.96,-191.82,0.34,12.0,0.33
4425,MARTIGNETTI COMPANIES,14102,Douglass Hill Pnt Grigio,4.02,5.99,750,24.0,96.48,4.0,23.96,0.44,-72.52,-302.67,0.25,20.0,0.2
17035,PERNOD RICARD USA          ,33325,Jacobs Crk Merlot,3.86,5.99,750,24.0,92.64,4.0,23.96,0.44,-68.68,-286.64,0.26,20.0,0.2
10754,PERFECTA WINES             ,902,Creta Olympia Red,0.64,0.99,375,24.0,15.36,24.0,23.76,1.34,8.4,35.35,1.55,7.64,3.14
7153,PINE STATE TRADING CO      ,11768,Carpene Malvolti Prosecco,7.66,11.49,375,24.0,183.84,2.0,22.98,0.12,-160.86,-700.0,0.12,22.0,0.09
6213,MHW LTD                    ,917,Douce Provence Pear Liqueur,15.71,21.99,750,1.0,15.71,1.0,21.99,0.79,6.28,28.56,1.4,0.32,3.14
